Wavelength,Flux (Jy)
1.500882762622934,0.0004838095754870105
1.5058879118416473,0.0005339995162495577
1.5108930610603606,0.0005507016469697209
1.5158982102790737,0.0005103199308086268
1.5209033594977868,0.0005142909072314963
1.5259085087165003,0.0005169908513349092
1.5309136579352134,0.0005155767726934281
1.5359188071539265,0.000528122609370943
1.5409239563726398,0.0005245981393273681
1.545929105591353,0.0005288476603795744
1.5509342548100662,0.0005210188989844699
1.5559394040287795,0.0005146502857740496
1.5609445532474926,0.0005016474047983922
1.565949702466206,0.0004944416156552529
1.5709548516849192,0.0005014527456095836
1.5759600009036323,0.0005781880973011634
1.5809651501223456,0.0005328783172531097
1.5859702993410587,0.0005704354727380619
1.590975448559772,0.000580792604898253
1.595980597778485,0.0007446025804928644
1.6009857469971984,0.0006975618412713164
1.6059908962159117,0.000655107865857056
1.6109960454346248,0.0006350865915603124
1.6160011946533381,0.0006981377991426488
1.6210063438720512,0.0007116732203038712
1.6260114930907645,0.0007302340786893499
1.6310166423094776,0.0007364063980417239
1.636021791528191,0.000634503318617216
1.6410269407469043,0.0006631542098141772
1.6460320899656173,0.000694703984183882
1.6510372391843307,0.000698684257530637
1.6560423884030437,0.0006911573399171439
1.661047537621757,0.0006869939265139853
1.6660526868404704,0.0006536788582079162
1.6710578360591835,0.0007067024758189833
1.6760629852778968,0.0009567010913315481
1.6810681344966099,0.0008227179023972104
1.6860732837153232,0.0008205033782704237
1.6910784329340363,0.0009588069223474971
1.6960835821527496,0.0012309836384945497
1.7010887313714629,0.001162755323343955
1.706093880590176,0.0009259600438162119
1.7110990298088893,0.0009283341610442508
1.7161041790276024,0.001020761733051773
1.7211093282463157,0.0010270005648600475
1.7261144774650288,0.001028977267191049
1.731119626683742,0.0010440241333627967
1.7361247759024554,0.0010467918086503364
1.7411299251211685,0.001036256898939337
1.7461350743398818,0.0010067081746535382
1.7511402235585949,0.0009811126381280104
1.7561453727773082,0.0009731628425404998
1.7611505219960213,0.0009783975230398883
1.7661556712147346,0.0010515564179412555
1.771160820433448,0.0010341095491317835
1.776165969652161,0.0010180460348016434
1.7811711188708743,0.00098070382908851
1.7861762680895874,0.0009889618771210073
1.7911814173083007,0.0008558533600788615
1.796186566527014,0.0008048061807542276
1.8011917157457271,0.0008045345245817822
1.8061968649644404,0.000851486502205161
1.8112020141831535,0.00090409884008476
1.8162071634018668,0.0008943356894698294
1.82121231262058,0.0009572184603610667
1.8262174618392932,0.0009580338966050426
1.8312226110580065,0.0009020927842771894
1.8362277602767196,0.0009126441982547337
1.841232909495433,0.0009129621530899861
1.846238058714146,0.0009091226245986452
1.8512432079328593,0.0008439423931433864
1.8562483571515724,0.0009557680504801172
1.8612535063702857,0.0010366601294553065
1.866258655588999,0.0009285669426266722
1.8712638048077121,0.0007002299408599348
1.8762689540264255,0.0007765507479450708
1.8812741032451386,0.0009543806803413682
1.8862792524638519,0.0008178103547267178
1.8912844016825652,0.0007477558443656595
1.8962895509012783,0.0007717208078976646
1.9012947001199916,0.000846547786575627
1.9062998493387047,0.0006136365204274499
1.911304998557418,0.0005845974785589001
1.916310147776131,0.0006278728230231975
1.9213152969948444,0.0007214885749472574
1.9263204462135577,0.00045982233165821383
1.9313255954322708,0.0005549283006970843
1.936330744650984,0.0007086683243868512
1.9413358938696972,0.0007088963224281067
1.9463410430884105,0.0004320834536932699
1.9513461923071236,0.00048408687318928547
1.956351341525837,0.000472763182124053
1.9613564907445502,0.00039403211648191656
1.9663616399632633,0.00030783517906603626
1.9713667891819766,0.0003323447506547953
1.9763719384006897,0.00033160397001740974
1.981377087619403,0.00025092906451148903
1.986382236838116,0.00023134341863411024
1.9913873860568294,0.0002730235915419371
1.9963925352755427,0.0002843571283103135
2.001397684494256,0.0002421734777431378
2.0064028337129693,0.00024109587009556245
2.011407982931682,0.0002651831102407066
2.0164131321503955,0.00025065208881702104
2.021418281369109,0.00022403861902922873
2.0264234305878217,0.00023349935720175108
2.0314285798065352,0.00024877819291284543
2.0364337290252483,0.00024882421046388403
2.0414388782439614,0.0002490190078735506
2.046444027462675,0.0002402895714361859
2.051449176681388,0.00023648803988243514
2.056454325900101,0.00025304016118427903
2.0614594751188147,0.00023186229421803478
2.0664646243375278,0.00022389670262008902
2.071469773556241,0.00023946704292054214
2.0764749227749544,0.00022310305186583028
2.081480071993667,0.00019645630506942148
2.0864852212123806,0.0002050684117790084
2.091490370431094,0.00026816471095546197
2.0964955196498067,0.00030671471330883716
2.1015006688685203,0.0002841669423047294
2.1065058180872334,0.0003585921054897007
2.1115109673059465,0.0005005762923018629
2.11651611652466,0.0004114047239618518
2.121521265743373,0.00031385384789358055
2.126526414962086,0.00045664563675561
2.1315315641807997,0.000483102554121327
2.136536713399513,0.00037733287700770677
2.141541862618226,0.0003958793930119454
2.1465470118369394,0.0005074862847099571
2.1515521610556525,0.00040607895375172233
2.1565573102743656,0.00035784006608080316
2.161562459493079,0.0005218830854001899
2.1665676087117918,0.000570461807550418
2.1715727579305053,0.0005210262660821293
2.1765779071492184,0.000513479816659057
2.1815830563679315,0.0006022896843882786
2.186588205586645,0.0005602368299792314
2.191593354805358,0.0005284548529998401
2.196598504024071,0.0006255675062800954
2.2016036532427847,0.0008164074158834754
2.206608802461498,0.0007916696753739401
2.211613951680211,0.0008004840906991193
2.2166191008989244,0.000731861210787302
2.2216242501176375,0.0006388469812293934
2.2266293993363506,0.0006077720780663826
2.231634548555064,0.0006138388906085236
2.236639697773777,0.0006312368040251901
2.2416448469924903,0.000633081800438018
2.246649996211204,0.0006351174797287527
