Wavelength,Flux (Jy)
1.3507282860615375,0.0017530102277442362
1.3557334352802508,0.0017659940635441896
1.360738584498964,0.0017729831406201602
1.3657437337176772,0.0017503285642793947
1.3707488829363905,0.0017524296689961467
1.3757540321551036,0.0017253734184031944
1.3807591813738167,0.0017348287929955652
1.38576433059253,0.0017400115424970155
1.3907694798112433,0.0017292341229861116
1.3957746290299564,0.001697302672963676
1.4007797782486697,0.0017021252274777748
1.405784927467383,0.0015937466066985107
1.4107900766860961,0.0015901051473715113
1.4157952259048092,0.0015605269392698076
1.4208003751235225,0.001590282133859201
1.4258055243422358,0.0015738816125049227
1.430810673560949,0.0015704528719943285
1.4358158227796622,0.0014882323811465001
1.4408209719983756,0.0015198189066474648
1.4458261212170886,0.0015084542561983713
1.4508312704358017,0.0014722647399724128
1.455836419654515,0.0013516031528790703
1.4608415688732284,0.0013956034077942639
1.4658467180919414,0.0013696769284347286
1.4708518673106548,0.0013475411904414827
1.475857016529368,0.0011888371423602563
1.4808621657480812,0.001224576848346783
1.4858673149667943,0.0011653173855844482
1.4908724641855078,0.0011729227424824786
1.4958776134042209,0.0011252226752243488
1.500882762622934,0.0011636739044649327
1.5058879118416473,0.00114947168608884
1.5108930610603606,0.0011376699361857518
1.5158982102790737,0.0010361987726124834
1.5209033594977868,0.001032938017309279
1.5259085087165003,0.0010257061958488386
1.5309136579352134,0.0010274215295241586
1.5359188071539265,0.0010428349990714673
1.5409239563726398,0.001044878855378993
1.545929105591353,0.0010498099317748574
1.5509342548100662,0.0010511090756781139
1.5559394040287795,0.0010464581080533103
1.5609445532474926,0.0010337038799431973
1.565949702466206,0.001040983318436011
1.5709548516849192,0.001038698665859718
1.5759600009036323,0.001054254084371536
1.5809651501223456,0.0010476586985115873
1.5859702993410587,0.0010751507460862251
1.590975448559772,0.0010989603242044523
1.595980597778485,0.001160328021356188
1.6009857469971984,0.001136245367953806
1.6059908962159117,0.001147648261397673
1.6109960454346248,0.0011440224056490707
1.6160011946533381,0.0011751044429992603
1.6210063438720512,0.0011854816891467162
1.6260114930907645,0.0011717128603658672
1.6310166423094776,0.0011940747475968885
1.636021791528191,0.0011641346236519665
1.6410269407469043,0.0011696817979746051
1.6460320899656173,0.0011679092480823307
1.6510372391843307,0.0011572694629734652
1.6560423884030437,0.0011012879799790808
1.661047537621757,0.0010977567268218916
1.6660526868404704,0.0011271434105216366
1.6710578360591835,0.0011589900610509813
1.6760629852778968,0.0012199287011851769
1.6810681344966099,0.001198513785548776
1.6860732837153232,0.0012099366586282002
1.6910784329340363,0.0012542250514204442
1.6960835821527496,0.0013822782369290315
1.7010887313714629,0.001356560667444938
1.706093880590176,0.0013322408226260844
1.7110990298088893,0.0013480448316186477
1.7161041790276024,0.0012834337417772478
1.7211093282463157,0.0012676465767779044
1.7261144774650288,0.001252041037085127
1.731119626683742,0.0012571656570262433
1.7361247759024554,0.0012708366944386641
1.7411299251211685,0.0013085188064661352
1.7461350743398818,0.0013064966440817123
1.7511402235585949,0.0013088809005124562
1.7561453727773082,0.0012867176212605683
1.7611505219960213,0.0012433302914076315
1.7661556712147346,0.0012333250067944172
1.771160820433448,0.0012099746047480773
1.776165969652161,0.001212877876289659
1.7811711188708743,0.001229460859831697
1.7861762680895874,0.0012334660674903854
1.7911814173083007,0.0012200389649213357
1.796186566527014,0.0012175324909457683
1.8011917157457271,0.0011898054996972833
1.8061968649644404,0.0011882301807995786
1.8112020141831535,0.001163648997232153
1.8162071634018668,0.0011683440821370242
1.82121231262058,0.0011569828034531588
1.8262174618392932,0.0011524899591182542
1.8312226110580065,0.001121174081138734
1.8362277602767196,0.0011320959407195173
1.841232909495433,0.0011356223471289501
1.846238058714146,0.0011401710471374573
1.8512432079328593,0.0011209854920605892
1.8562483571515724,0.0011329899718922278
1.8612535063702857,0.0011024275015210432
1.866258655588999,0.0010679276633586813
1.8712638048077121,0.0010266499227609364
1.8762689540264255,0.0010346110856276256
1.8812741032451386,0.0010442664930691065
1.8862792524638519,0.0009868868113547757
1.8912844016825652,0.0009637885482940032
1.8962895509012783,0.0009553332050052951
1.9012947001199916,0.0009670057659867632
1.9062998493387047,0.0008443433495705531
1.911304998557418,0.0008555773935272168
1.916310147776131,0.0008269806586914523
1.9213152969948444,0.0008457791505644917
1.9263204462135577,0.000721149065651491
1.9313255954322708,0.0007527153031872063
1.936330744650984,0.0007067383702317636
1.9413358938696972,0.0006851703969997834
1.9463410430884105,0.0006090104421761739
1.9513461923071236,0.0006239291630210505
1.956351341525837,0.0006135714501565204
1.9613564907445502,0.000574674879126938
1.9663616399632633,0.0005369018101360704
1.9713667891819766,0.0005257897994278574
1.9763719384006897,0.0005269441321557818
1.981377087619403,0.0004822841191810038
1.986382236838116,0.0004912966766546409
1.9913873860568294,0.0004773375476184258
1.9963925352755427,0.00048381212602788693
2.001397684494256,0.0004635822708075761
2.0064028337129693,0.0004716939416504672
2.011407982931682,0.00046301477149384725
2.0164131321503955,0.00045328578581813967
2.021418281369109,0.0004390950921751928
2.0264234305878217,0.0004417485667320145
2.0314285798065352,0.00047245190830549774
2.0364337290252483,0.00047264618572847786
2.0414388782439614,0.00047109842120817384
2.046444027462675,0.00045126761513445763
2.051449176681388,0.00042691265034926825
2.056454325900101,0.0004168331777150937
2.0614594751188147,0.0004097085952918056
2.0664646243375278,0.0004232746530547277
2.071469773556241,0.000434377637507085
2.0764749227749544,0.00042506916762805616
2.081480071993667,0.00043045861926673565
2.0864852212123806,0.00047057185459271824
2.091490370431094,0.0004997902639671693
