Wavelength,Flux (Jy)
0.7001744038768576,0.00011378974974476644
0.7051795584041589,0.00010228283689099942
0.7101847129314602,0.00010236101221230409
0.7151898674587616,0.00010768647225822578
0.7201950219860629,0.00011006831543916661
0.7252001765133642,4.904982250201885e-05
0.7302053310406655,2.1673074336968022e-05
0.7352104855679669,3.871821266036913e-05
0.7402156400952682,9.671110710813615e-05
0.7452207946225695,9.923115707277213e-05
0.7502259491498708,0.00010577506782942277
0.7552311036771722,0.00010490923788753677
0.7602362582044735,0.00011063524018185485
0.7652414127317748,0.00010209983926008606
0.7702465672590761,0.00010452784170118737
0.7752517217863775,0.00011851719918726631
0.7802568763136789,0.00010636532479048847
0.7852620308409802,9.809762950651554e-05
0.7902671853682816,0.00010100475718371302
0.7952723398955829,0.00011410556667282254
0.8002774944228842,0.0001184024324331848
0.8052826489501855,0.00011854091073084939
0.8102878034774869,0.00011781634087487321
0.8152929580047882,0.00011528975827629078
0.8202981125320896,0.00010824083320685505
0.8253032670593909,0.00010695180485163964
0.8303084215866923,0.00010707022947287736
0.8353135761139936,0.00010251915395308079
0.8403187306412949,0.00010452411091763298
0.8453238851685962,0.00010224889447552466
0.8503290396958976,0.00010769905750131783
0.8553341942231989,0.00010745490352802878
0.8603393487505002,0.00010990356146583447
0.8653445032778015,0.000107418099543818
0.8703496578051029,0.0001112431372423065
0.8753548123324042,0.0001131995723691301
0.8803599668597055,0.00011223980614479882
0.8853651213870068,0.00010936613983367198
0.8903702759143082,0.00010830124490367243
0.8953754304416095,3.691722172768516e-05
0.9003805849689108,3.9632641258233284e-05
0.9053857394962121,0.00010871979207650996
0.9103908940235135,0.0001138430500478687
0.9153960485508149,0.00010979607640265534
0.9204012030781162,0.00010862139817444325
0.9254063576054176,0.0001100127111697896
0.9304115121327189,0.00011449403775463067
0.9354166666600202,0.00011600050666815006
0.9404218211873215,0.00011419362324911506
0.9454269757146229,0.00011350662099884063
0.9504321302419243,0.0001195003042676693
0.9554372847692256,0.00012140629940391634
0.960442439296527,0.0001127013773607859
0.9654475938238283,0.00011519916015267817
0.9704527483511296,0.00011365463354124767
0.9754579028784309,0.00011216057257162813
0.9804630574057323,0.00011459147522698006
0.9854682119330336,0.00011370513326036814
0.9904733664603349,0.00011417176162716103
0.9954785209876362,0.00011607381903036131
1.0004836755149376,0.00011561129311683143
1.0054888300422389,0.00011465089831638374
1.0104939845695402,0.00011301832157395039
1.0154991390968415,0.00011396872546943987
1.0205042936241429,0.00011362434725842457
1.0255094481514442,0.00011550671748027402
1.0305146026787455,0.00011655961843579985
1.0355197572060468,0.00011832934447468811
1.0405249117333482,0.00011846712010055311
1.0455300662606497,0.00011721413606313227
1.050535220787951,0.00011493806856832138
1.0555403753152524,0.00011567065152839598
1.0605455298425537,0.00011574703305978416
1.065550684369855,0.00011510425142673008
1.0705558388971563,0.00011428544063344784
1.0755609934244577,0.00011470384237063038
1.080566147951759,0.00011500311639415852
1.0855713024790603,0.00011270054304113143
1.0905764570063616,0.00011220705976315622
1.095581611533663,0.00011379082635794352
1.1005867660609643,0.00011308669586496248
1.1055919205882656,0.00011258164257869663
1.110597075115567,0.00011188527598246493
1.1156022296428683,0.00011423349221751587
1.1206073841701696,0.00010281669083144913
1.125612538697471,0.0001149660908616547
1.1306176932247722,0.00011891345650941911
1.1356228477520736,0.00013163306317907949
1.1406280022793749,0.00013141367268593276
1.1456331568066762,0.0001343710344129306
1.1506383113339775,0.00012559443110359515
1.1556434658612789,0.00012514152666622864
1.1606486203885802,0.00012483858144357235
1.1656537749158815,0.00012329694231161034
1.1706589294431828,0.00012612143765553086
1.1756640839704842,0.00012531765872356176
1.1806692384977855,8.634171701118116e-05
1.1856743930250868,9.222393614184209e-05
1.1906795475523881,0.00012417845404535225
1.1956847020796895,0.00015724532463542754
1.2006898566069908,0.0001406644029434375
1.2056950111342921,0.00012034842290751526
1.2107001656615934,0.00012059500723843586
1.2157053201888948,0.00011939707568968145
1.2207104747161963,0.00010987617531306519
1.2257156292434976,0.0001103992959025819
1.230720783770799,0.00011078714144828987
1.2357259382981003,0.00011108801796788792
1.2407310928254016,0.00011138605693852805
1.245736247352703,0.00011129159381924635
1.2507414018800043,0.00011074331049088735
1.2557465564073056,0.00010927429454449335
1.260751710934607,0.00010938994544085103
1.2657568654619082,0.0001098009745576827
1.2707620199892096,0.00010820498564704931
1.275767174516511,0.00011072793871328278
1.2807723290438122,0.000110144164744049
1.2857774835711138,0.00011040429868136669
1.290782638098415,0.00010812437306645712
1.2957877926257164,0.00010673271074095805
1.3007929471530177,0.00010752187226422975
1.305798101680319,0.00011106359222394473
1.3108032562076204,0.00011113188070213475
1.3158084107349217,0.00011234337540428949
1.320813565262223,0.00011436096894835057
1.3258187197895244,0.00011254813403123939
1.3308238743168257,0.00011118995866243429
1.335829028844127,0.0001095641021237398
1.3408341833714283,0.00010934871776016995
1.3458393378987297,0.0001083133993399081
1.350844492426031,0.00010757632549485947
1.3558496469533323,0.00010783033562993864
1.3608548014806336,0.00010918330744866477
1.365859956007935,0.00010839659954306317
1.3708651105352363,0.00010750117432427587
1.3758702650625376,0.00010720090510899728
1.380875419589839,0.00010487610776979851
1.3858805741171403,0.00010340771077577941
1.3908857286444416,0.0001030800017473195
1.395890883171743,0.00010317249055266493
1.4008960376990442,0.0001028553202283406
1.4059011922263456,0.00010102782381922236
1.410906346753647,0.00010180538103261839
1.4159115012809482,0.00010136673327721615
1.4209166558082496,9.99384631272233e-05
1.4259218103355509,9.78227152632404e-05
